"Step","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX"
"1421","13440.456434491489","13440.456434491489","13440.456434491489"
"1422","13588.40056189018","13588.40056189018","13588.40056189018"
"1423","13291.255440585004","13291.255440585004","13291.255440585004"
"1424","13430.957616328249","13430.957616328249","13430.957616328249"
"1425","13764.494371843944","13764.494371843944","13764.494371843944"
"1426","13572.791310819288","13572.791310819288","13572.791310819288"
"1427","13503.362649005789","13503.362649005789","13503.362649005789"
"1428","12963.597406053448","12963.597406053448","12963.597406053448"
"1429","13583.14337309389","13583.14337309389","13583.14337309389"
"1430","13325.509871914865","13325.509871914865","13325.509871914865"
"1431","13891.373577834871","13891.373577834871","13891.373577834871"
"1432","13885.430465631545","13885.430465631545","13885.430465631545"
"1433","13817.552111656536","13817.552111656536","13817.552111656536"
"1434","13675.19118667813","13675.19118667813","13675.19118667813"
"1435","13811.523934529556","13811.523934529556","13811.523934529556"
"1436","13093.135108769877","13093.135108769877","13093.135108769877"
"1437","13765.964942195327","13765.964942195327","13765.964942195327"
"1438","13847.645600746284","13847.645600746284","13847.645600746284"
"1439","13913.7394369239","13913.7394369239","13913.7394369239"
"1440","13772.549595718881","13772.549595718881","13772.549595718881"
"1441","13722.254437135676","13722.254437135676","13722.254437135676"
"1442","13932.154043112694","13932.154043112694","13932.154043112694"
"1443","13825.721497309678","13825.721497309678","13825.721497309678"
"1444","13845.116067763682","13845.116067763682","13845.116067763682"
"1445","13334.011392724036","13334.011392724036","13334.011392724036"
"1446","13759.621677469237","13759.621677469237","13759.621677469237"
"1447","13634.549892938603","13634.549892938603","13634.549892938603"
"1448","13631.14577925839","13631.14577925839","13631.14577925839"
"1449","13684.38469503822","13684.38469503822","13684.38469503822"
"1450","13339.926790835396","13339.926790835396","13339.926790835396"
"1451","13788.186679664866","13788.186679664866","13788.186679664866"
"1452","13419.326568594266","13419.326568594266","13419.326568594266"
"1453","13675.067819194805","13675.067819194805","13675.067819194805"
"1454","13935.634817613218","13935.634817613218","13935.634817613218"
"1455","13459.550674262291","13459.550674262291","13459.550674262291"
"1456","13609.901331953144","13609.901331953144","13609.901331953144"
"1457","13745.398177400728","13745.398177400728","13745.398177400728"
"1458","13829.446144978994","13829.446144978994","13829.446144978994"
"1459","13616.884312669717","13616.884312669717","13616.884312669717"
"1460","13905.030549212419","13905.030549212419","13905.030549212419"
"1461","13782.272544509271","13782.272544509271","13782.272544509271"
"1462","13861.649132470395","13861.649132470395","13861.649132470395"
"1463","13300.543884387096","13300.543884387096","13300.543884387096"
"1464","13841.479624080384","13841.479624080384","13841.479624080384"
"1465","13746.938002811288","13746.938002811288","13746.938002811288"
"1466","13757.440005466715","13757.440005466715","13757.440005466715"
"1467","13851.292730515323","13851.292730515323","13851.292730515323"
"1468","13730.106658752835","13730.106658752835","13730.106658752835"
"1469","13541.5591755403","13541.5591755403","13541.5591755403"
"1470","13306.278461169071","13306.278461169071","13306.278461169071"
"1471","13378.258620268969","13378.258620268969","13378.258620268969"
"1472","13556.561739377457","13556.561739377457","13556.561739377457"
"1473","13473.75200892192","13473.75200892192","13473.75200892192"
"1474","13425.863492782957","13425.863492782957","13425.863492782957"
"1475","13705.658387719383","13705.658387719383","13705.658387719383"
"1476","13377.043311427415","13377.043311427415","13377.043311427415"
"1477","13164.9668094202","13164.9668094202","13164.9668094202"
"1478","13475.132922714269","13475.132922714269","13475.132922714269"
"1479","688.3690699237644","688.3690699237644","688.3690699237644"
"1480","868.3829658021309","868.3829658021309","868.3829658021309"
"1481","13435.516213460018","13435.516213460018","13435.516213460018"
"1482","13553.260604836609","13553.260604836609","13553.260604836609"
"1483","804.3912221614372","804.3912221614372","804.3912221614372"
"1484","721.5481156978873","721.5481156978873","721.5481156978873"
"1485","831.0049359553776","831.0049359553776","831.0049359553776"
"1486","13679.387005916631","13679.387005916631","13679.387005916631"
"1487","13455.741539187731","13455.741539187731","13455.741539187731"
"1488","13703.04929785296","13703.04929785296","13703.04929785296"
"1489","13751.52285854554","13751.52285854554","13751.52285854554"
"1490","13824.490282280325","13824.490282280325","13824.490282280325"
"1491","13838.647645049141","13838.647645049141","13838.647645049141"
"1492","13511.327568036895","13511.327568036895","13511.327568036895"
"1493","13292.66776433886","13292.66776433886","13292.66776433886"
"1494","13488.618741314378","13488.618741314378","13488.618741314378"
"1495","13605.130274469886","13605.130274469886","13605.130274469886"
"1496","12878.237400145425","12878.237400145425","12878.237400145425"
"1497","13760.687054923554","13760.687054923554","13760.687054923554"
"1498","13086.984560084546","13086.984560084546","13086.984560084546"
"1499","261.6489951495369","261.6489951495369","261.6489951495369"
"1500","313.76475234902557","313.76475234902557","313.76475234902557"
"1501","13513.531083717933","13513.531083717933","13513.531083717933"
"1502","13569.225045494371","13569.225045494371","13569.225045494371"
"1503","471.2846952119963","471.2846952119963","471.2846952119963"
"1504","880.4407012010232","880.4407012010232","880.4407012010232"
"1505","13845.339224676589","13845.339224676589","13845.339224676589"
"1506","525.4662901632267","525.4662901632267","525.4662901632267"
"1507","821.0249156674826","821.0249156674826","821.0249156674826"
"1508","13433.681198645883","13433.681198645883","13433.681198645883"
"1509","13749.783921327375","13749.783921327375","13749.783921327375"
"1510","13801.818820425562","13801.818820425562","13801.818820425562"
"1511","13146.745620523978","13146.745620523978","13146.745620523978"
"1512","13582.255639287961","13582.255639287961","13582.255639287961"
"1513","13841.643185825878","13841.643185825878","13841.643185825878"
"1514","13345.757589065614","13345.757589065614","13345.757589065614"
"1515","13567.439043985794","13567.439043985794","13567.439043985794"
"1516","13568.689195671255","13568.689195671255","13568.689195671255"
"1517","13724.995113928446","13724.995113928446","13724.995113928446"
"1518","13756.20623469964","13756.20623469964","13756.20623469964"
"1519","13807.868120727873","13807.868120727873","13807.868120727873"
"1520","13809.732787942086","13809.732787942086","13809.732787942086"
"1521","13713.812727600734","13713.812727600734","13713.812727600734"
"1522","13715.243289618435","13715.243289618435","13715.243289618435"
"1523","13249.876357197174","13249.876357197174","13249.876357197174"
"1524","13799.254275552375","13799.254275552375","13799.254275552375"
"1525","13275.06945433228","13275.06945433228","13275.06945433228"
"1526","13586.122424706371","13586.122424706371","13586.122424706371"
"1527","13848.58325066395","13848.58325066395","13848.58325066395"
"1528","13693.554190381707","13693.554190381707","13693.554190381707"
"1529","13267.681122216507","13267.681122216507","13267.681122216507"
"1530","13421.269502393661","13421.269502393661","13421.269502393661"
"1531","13472.554506752798","13472.554506752798","13472.554506752798"
"1532","13320.109836694313","13320.109836694313","13320.109836694313"
"1533","13363.051930656797","13363.051930656797","13363.051930656797"
"1534","13326.722726553426","13326.722726553426","13326.722726553426"
"1535","13324.73128047144","13324.73128047144","13324.73128047144"
"1536","13723.116718738935","13723.116718738935","13723.116718738935"
"1537","13141.610099687292","13141.610099687292","13141.610099687292"
"1538","13222.939730746673","13222.939730746673","13222.939730746673"
"1539","13349.42863077955","13349.42863077955","13349.42863077955"
"1540","13441.5430695982","13441.5430695982","13441.5430695982"
"1541","13466.07759801388","13466.07759801388","13466.07759801388"
"1542","13418.124747334317","13418.124747334317","13418.124747334317"
"1543","13438.879373535898","13438.879373535898","13438.879373535898"
"1544","13561.291651032734","13561.291651032734","13561.291651032734"
"1545","13088.925514456592","13088.925514456592","13088.925514456592"
"1546","13145.686007007005","13145.686007007005","13145.686007007005"
"1547","13503.242362252255","13503.242362252255","13503.242362252255"
"1548","13579.085086236015","13579.085086236015","13579.085086236015"
"1549","13524.105195982936","13524.105195982936","13524.105195982936"
"1550","12923.510876744273","12923.510876744273","12923.510876744273"
"1551","13467.210607455781","13467.210607455781","13467.210607455781"
"1552","13680.171285330094","13680.171285330094","13680.171285330094"
"1553","13622.470097736812","13622.470097736812","13622.470097736812"
"1554","13760.76053531208","13760.76053531208","13760.76053531208"
"1555","13432.238752694808","13432.238752694808","13432.238752694808"
"1556","13382.211636848566","13382.211636848566","13382.211636848566"
"1557","13456.900918439176","13456.900918439176","13456.900918439176"
"1558","13684.522764432715","13684.522764432715","13684.522764432715"
"1559","12815.474057294605","12815.474057294605","12815.474057294605"
"1560","13715.608276690155","13715.608276690155","13715.608276690155"
"1561","13692.622864463256","13692.622864463256","13692.622864463256"
"1562","13469.301193534477","13469.301193534477","13469.301193534477"
"1563","13094.518947308514","13094.518947308514","13094.518947308514"
"1564","13500.44099471294","13500.44099471294","13500.44099471294"
"1565","13543.936283624904","13543.936283624904","13543.936283624904"
"1566","13785.34696650515","13785.34696650515","13785.34696650515"
"1567","13596.121818380387","13596.121818380387","13596.121818380387"
"1568","13401.865445702528","13401.865445702528","13401.865445702528"
"1569","13846.447677276985","13846.447677276985","13846.447677276985"
"1570","13732.894383272707","13732.894383272707","13732.894383272707"
"1571","13635.725861089151","13635.725861089151","13635.725861089151"
"1572","13585.43483528128","13585.43483528128","13585.43483528128"
"1573","13574.786091980544","13574.786091980544","13574.786091980544"
"1574","13716.915089679605","13716.915089679605","13716.915089679605"
"1575","13618.95685289248","13618.95685289248","13618.95685289248"
"1576","13787.5522526528","13787.5522526528","13787.5522526528"
"1577","13582.39881431133","13582.39881431133","13582.39881431133"
"1578","13764.648766967583","13764.648766967583","13764.648766967583"
"1579","13591.424930143658","13591.424930143658","13591.424930143658"
"1580","13801.693157692911","13801.693157692911","13801.693157692911"
"1581","13555.584778282704","13555.584778282704","13555.584778282704"
"1582","12815.474057294605","12815.474057294605","12815.474057294605"
"1583","13406.801871243777","13406.801871243777","13406.801871243777"
"1584","13450.523293539942","13450.523293539942","13450.523293539942"
"1585","13815.863099140966","13815.863099140966","13815.863099140966"
"1586","13155.967441157612","13155.967441157612","13155.967441157612"
"1587","13566.724775018083","13566.724775018083","13566.724775018083"
"1588","13653.939552378384","13653.939552378384","13653.939552378384"
"1589","13479.587593663447","13479.587593663447","13479.587593663447"
"1590","13676.889530014552","13676.889530014552","13676.889530014552"
"1591","13218.029270694684","13218.029270694684","13218.029270694684"
"1592","13680.207596740294","13680.207596740294","13680.207596740294"
"1593","13784.049201460468","13784.049201460468","13784.049201460468"
"1594","13476.584596413224","13476.584596413224","13476.584596413224"
"1595","13573.198799102487","13573.198799102487","13573.198799102487"
"1596","13829.119601598117","13829.119601598117","13829.119601598117"
"1597","13463.71367055395","13463.71367055395","13463.71367055395"
"1598","13612.101168737461","13612.101168737461","13612.101168737461"
"1599","13731.116255005341","13731.116255005341","13731.116255005341"
"1600","13355.939149940088","13355.939149940088","13355.939149940088"
"1601","905.1599665878571","905.1599665878571","905.1599665878571"
"1602","13655.270818882675","13655.270818882675","13655.270818882675"
"1603","13743.83670683005","13743.83670683005","13743.83670683005"
"1604","13830.329373653585","13830.329373653585","13830.329373653585"
"1605","13939.1776504112","13939.1776504112","13939.1776504112"
"1606","13885.101273106988","13885.101273106988","13885.101273106988"
"1607","13759.460048406758","13759.460048406758","13759.460048406758"
"1608","13567.517618163869","13567.517618163869","13567.517618163869"
"1609","13657.803835980027","13657.803835980027","13657.803835980027"
"1610","13421.220572695187","13421.220572695187","13421.220572695187"
"1611","13684.46462961124","13684.46462961124","13684.46462961124"
"1612","13827.182922628353","13827.182922628353","13827.182922628353"
"1613","13730.838235427325","13730.838235427325","13730.838235427325"
"1614","13691.044265390456","13691.044265390456","13691.044265390456"
"1615","13251.450253460984","13251.450253460984","13251.450253460984"
"1616","13640.049106667902","13640.049106667902","13640.049106667902"
"1617","13888.431326115462","13888.431326115462","13888.431326115462"
"1618","13187.097412300272","13187.097412300272","13187.097412300272"
"1619","13686.841293041913","13686.841293041913","13686.841293041913"
"1620","13699.661878925326","13699.661878925326","13699.661878925326"
"1621","13139.425703298597","13139.425703298597","13139.425703298597"
"1622","12856.771272455866","12856.771272455866","12856.771272455866"
"1623","13667.916311618135","13667.916311618135","13667.916311618135"
"1624","13775.899516957797","13775.899516957797","13775.899516957797"
"1625","13576.981743904667","13576.981743904667","13576.981743904667"
"1626","13389.38026285367","13389.38026285367","13389.38026285367"
"1627","13488.555198812455","13488.555198812455","13488.555198812455"
"1628","13588.586858465644","13588.586858465644","13588.586858465644"
"1629","13442.559758292902","13442.559758292902","13442.559758292902"
"1630","13370.526080507057","13370.526080507057","13370.526080507057"
"1631","13786.298324499941","13786.298324499941","13786.298324499941"
"1632","13270.37988283664","13270.37988283664","13270.37988283664"
"1633","13420.1581872181","13420.1581872181","13420.1581872181"
"1634","13462.194441121386","13462.194441121386","13462.194441121386"
"1635","13578.505528922911","13578.505528922911","13578.505528922911"
"1636","13740.245937878899","13740.245937878899","13740.245937878899"
"1637","13674.051936323112","13674.051936323112","13674.051936323112"
"1638","13800.93922934797","13800.93922934797","13800.93922934797"
"1639","13671.150245334558","13671.150245334558","13671.150245334558"
"1640","13608.636388408333","13608.636388408333","13608.636388408333"
"1641","13786.40895604472","13786.40895604472","13786.40895604472"
"1642","13451.59049225784","13451.59049225784","13451.59049225784"
"1643","13397.21124604891","13397.21124604891","13397.21124604891"
"1644","13473.054614125014","13473.054614125014","13473.054614125014"
"1645","13761.267571382114","13761.267571382114","13761.267571382114"
"1646","13843.531860510717","13843.531860510717","13843.531860510717"
"1647","13768.053692078365","13768.053692078365","13768.053692078365"
"1648","13393.43034817467","13393.43034817467","13393.43034817467"
"1649","13479.030598730858","13479.030598730858","13479.030598730858"
"1650","13600.843488830282","13600.843488830282","13600.843488830282"
"1651","13393.367699337656","13393.367699337656","13393.367699337656"
"1652","13853.526615423818","13853.526615423818","13853.526615423818"
"1653","13695.650136984119","13695.650136984119","13695.650136984119"
"1654","13879.612044384936","13879.612044384936","13879.612044384936"
"1655","13277.867000822853","13277.867000822853","13277.867000822853"
"1656","13740.744136544687","13740.744136544687","13740.744136544687"
"1657","13810.643106041038","13810.643106041038","13810.643106041038"
"1658","13589.969911988848","13589.969911988848","13589.969911988848"
"1659","13835.72768374625","13835.72768374625","13835.72768374625"
"1660","13616.26555143125","13616.26555143125","13616.26555143125"
"1661","13595.318456273335","13595.318456273335","13595.318456273335"
"1662","13869.616952385462","13869.616952385462","13869.616952385462"
"1663","13911.73392486095","13911.73392486095","13911.73392486095"
"1664","13772.255175056476","13772.255175056476","13772.255175056476"
"1665","13548.878213742673","13548.878213742673","13548.878213742673"
"1666","13636.259803153773","13636.259803153773","13636.259803153773"
"1667","13817.678063344107","13817.678063344107","13817.678063344107"
"1668","13582.08383324426","13582.08383324426","13582.08383324426"
"1669","13665.74188043525","13665.74188043525","13665.74188043525"
"1670","13915.189474269662","13915.189474269662","13915.189474269662"
"1671","13687.75729195991","13687.75729195991","13687.75729195991"
"1672","13924.625851045894","13924.625851045894","13924.625851045894"
"1673","13593.604456330808","13593.604456330808","13593.604456330808"
"1674","13454.484014259668","13454.484014259668","13454.484014259668"
"1675","13783.142385705216","13783.142385705216","13783.142385705216"
"1676","13527.86082103244","13527.86082103244","13527.86082103244"
"1677","13389.42896066689","13389.42896066689","13389.42896066689"
"1678","12993.94709199603","12993.94709199603","12993.94709199603"
"1679","13601.109090486856","13601.109090486856","13601.109090486856"
"1680","13489.571950689664","13489.571950689664","13489.571950689664"
"1681","13490.348739425412","13490.348739425412","13490.348739425412"
"1682","13454.926580026096","13454.926580026096","13454.926580026096"
"1683","13451.555384343148","13451.555384343148","13451.555384343148"
"1684","13434.367519549576","13434.367519549576","13434.367519549576"
"1685","13330.955664535353","13330.955664535353","13330.955664535353"
"1686","13354.85246895634","13354.85246895634","13354.85246895634"
"1687","13781.96296650856","13781.96296650856","13781.96296650856"
"1688","12978.836215106836","12978.836215106836","12978.836215106836"
"1689","13436.384868544543","13436.384868544543","13436.384868544543"
"1690","13385.80541970819","13385.80541970819","13385.80541970819"
"1691","13762.605150148122","13762.605150148122","13762.605150148122"
"1692","13695.999523798642","13695.999523798642","13695.999523798642"
"1693","13915.775585484931","13915.775585484931","13915.775585484931"
"1694","13663.843443081467","13663.843443081467","13663.843443081467"
"1695","13832.88320706325","13832.88320706325","13832.88320706325"
"1696","13823.607799213385","13823.607799213385","13823.607799213385"
"1697","13883.590180450336","13883.590180450336","13883.590180450336"
"1698","13797.355500646505","13797.355500646505","13797.355500646505"
"1699","13571.361720884941","13571.361720884941","13571.361720884941"
"1700","13860.247504921312","13860.247504921312","13860.247504921312"
"1701","13803.800158876147","13803.800158876147","13803.800158876147"
"1702","13419.969491599566","13419.969491599566","13419.969491599566"
"1703","13599.300333098321","13599.300333098321","13599.300333098321"
"1704","13848.57580849805","13848.57580849805","13848.57580849805"
"1705","13345.225421061381","13345.225421061381","13345.225421061381"
"1706","13873.410104786228","13873.410104786228","13873.410104786228"
"1707","13515.749495712376","13515.749495712376","13515.749495712376"
"1708","13430.81061631056","13430.81061631056","13430.81061631056"
"1709","13389.38026285367","13389.38026285367","13389.38026285367"
"1710","13755.890483701789","13755.890483701789","13755.890483701789"
"1711","13722.451729297683","13722.451729297683","13722.451729297683"
"1712","13687.786373298573","13687.786373298573","13687.786373298573"
"1713","13667.365390275996","13667.365390275996","13667.365390275996"
"1714","13759.599636918938","13759.599636918938","13759.599636918938"
"1715","13737.081754649693","13737.081754649693","13737.081754649693"
"1716","13562.383637862127","13562.383637862127","13562.383637862127"
"1717","13580.523460704191","13580.523460704191","13580.523460704191"
"1718","13729.067953809885","13729.067953809885","13729.067953809885"
"1719","13779.162654709306","13779.162654709306","13779.162654709306"
"1720","13567.203326912071","13567.203326912071","13567.203326912071"
"1721","13802.81681160538","13802.81681160538","13802.81681160538"
"1722","13537.81727747536","13537.81727747536","13537.81727747536"
"1723","13746.050727954143","13746.050727954143","13746.050727954143"
"1724","13302.212239264074","13302.212239264074","13302.212239264074"
"1725","13861.104849809994","13861.104849809994","13861.104849809994"
"1726","13969.531215390996","13969.531215390996","13969.531215390996"
"1727","13688.724312729973","13688.724312729973","13688.724312729973"
"1728","13454.076598499523","13454.076598499523","13454.076598499523"
"1729","13568.646329513687","13568.646329513687","13568.646329513687"
"1730","13091.079850099137","13091.079850099137","13091.079850099137"
"1731","13779.17002245749","13779.17002245749","13779.17002245749"
"1732","13928.577137177259","13928.577137177259","13928.577137177259"
"1733","845.9507595789634","845.9507595789634","845.9507595789634"
"1734","13898.708427470789","13898.708427470789","13898.708427470789"
"1735","13728.329252271824","13728.329252271824","13728.329252271824"
"1736","13927.485605453001","13927.485605453001","13927.485605453001"
"1737","13894.257145460555","13894.257145460555","13894.257145460555"
"1738","14026.48220876594","14026.48220876594","14026.48220876594"
"1739","13925.047214753205","13925.047214753205","13925.047214753205"
"1740","13847.593512807107","13847.593512807107","13847.593512807107"
"1741","13481.153066397148","13481.153066397148","13481.153066397148"
"1742","13838.56589908671","13838.56589908671","13838.56589908671"
"1743","13842.587458745875","13842.587458745875","13842.587458745875"
"1744","13572.112218048676","13572.112218048676","13572.112218048676"
"1745","13877.691092199299","13877.691092199299","13877.691092199299"
"1746","13869.034722902434","13869.034722902434","13869.034722902434"
"1747","13826.61908742546","13826.61908742546","13826.61908742546"
"1748","13920.293303947625","13920.293303947625","13920.293303947625"
"1749","13944.895207400104","13944.895207400104","13944.895207400104"
"1750","13843.7995883896","13843.7995883896","13843.7995883896"
"1751","13941.96795649337","13941.96795649337","13941.96795649337"
"1752","13968.251541018297","13968.251541018297","13968.251541018297"
"1753","13911.996786773947","13911.996786773947","13911.996786773947"
"1754","13768.414139098908","13768.414139098908","13768.414139098908"
"1755","13932.56832984701","13932.56832984701","13932.56832984701"
"1756","13838.335529297541","13838.335529297541","13838.335529297541"
"1757","13865.490149616073","13865.490149616073","13865.490149616073"
"1758","13715.527977867641","13715.527977867641","13715.527977867641"
"1759","13563.639997094613","13563.639997094613","13563.639997094613"
"1760","13919.691774517642","13919.691774517642","13919.691774517642"
"1761","13845.398734401644","13845.398734401644","13845.398734401644"
"1762","13941.364552417659","13941.364552417659","13941.364552417659"
"1763","13790.61427085251","13790.61427085251","13790.61427085251"
"1764","13213.982918604937","13213.982918604937","13213.982918604937"
"1765","13952.959043936184","13952.959043936184","13952.959043936184"
"1766","13581.48254631811","13581.48254631811","13581.48254631811"
"1767","13636.90924850903","13636.90924850903","13636.90924850903"
"1768","13844.089638611176","13844.089638611176","13844.089638611176"
"1769","13582.456085165863","13582.456085165863","13582.456085165863"
"1770","13581.224868218427","13581.224868218427","13581.224868218427"
"1771","13849.171207047491","13849.171207047491","13849.171207047491"
"1772","13778.558526169569","13778.558526169569","13778.558526169569"
"1773","13057.879619317093","13057.879619317093","13057.879619317093"
"1774","13428.480046022987","13428.480046022987","13428.480046022987"
"1775","13771.541257222498","13771.541257222498","13771.541257222498"
"1776","13651.791262151353","13651.791262151353","13651.791262151353"
"1777","13917.07572631811","13917.07572631811","13917.07572631811"
"1778","13872.947049836397","13872.947049836397","13872.947049836397"
"1779","13686.02717469813","13686.02717469813","13686.02717469813"
"1780","13614.697315554316","13614.697315554316","13614.697315554316"
"1781","13856.126275060988","13856.126275060988","13856.126275060988"
"1782","13737.953224498631","13737.953224498631","13737.953224498631"
"1783","13782.83276862689","13782.83276862689","13782.83276862689"
"1784","13764.509075992208","13764.509075992208","13764.509075992208"
"1785","13909.045793331703","13909.045793331703","13909.045793331703"
"1786","13910.352185593687","13910.352185593687","13910.352185593687"
"1787","13847.377724090644","13847.377724090644","13847.377724090644"
"1788","13805.59716278621","13805.59716278621","13805.59716278621"
"1789","13728.02209285477","13728.02209285477","13728.02209285477"
"1790","13754.561551197568","13754.561551197568","13754.561551197568"
"1791","13727.590630222132","13727.590630222132","13727.590630222132"
"1792","13693.408662355805","13693.408662355805","13693.408662355805"
"1793","13879.582142222365","13879.582142222365","13879.582142222365"
"1794","13782.626364969079","13782.626364969079","13782.626364969079"
"1795","13834.628373927568","13834.628373927568","13834.628373927568"
"1796","13341.4807116546","13341.4807116546","13341.4807116546"
"1797","13602.37263500603","13602.37263500603","13602.37263500603"
"1798","13711.127580433109","13711.127580433109","13711.127580433109"
"1799","13789.035132610114","13789.035132610114","13789.035132610114"
"1800","13789.027754308367","13789.027754308367","13789.027754308367"
"1801","14216.928577181905","14216.928577181905","14216.928577181905"
"1802","13733.077344406565","13733.077344406565","13733.077344406565"
"1803","13912.214594169998","13912.214594169998","13912.214594169998"
"1804","13751.148619725283","13751.148619725283","13751.148619725283"
"1805","13868.027133537149","13868.027133537149","13868.027133537149"
"1806","13749.864621761126","13749.864621761126","13749.864621761126"
"1807","13793.64811637924","13793.64811637924","13793.64811637924"
"1808","13786.490086972712","13786.490086972712","13786.490086972712"
"1809","13561.156057099375","13561.156057099375","13561.156057099375"
"1810","13784.572702272895","13784.572702272895","13784.572702272895"
"1811","13741.799264752151","13741.799264752151","13741.799264752151"
"1812","13808.193661256764","13808.193661256764","13808.193661256764"
"1813","13725.821185862456","13725.821185862456","13725.821185862456"
"1814","13803.031213727934","13803.031213727934","13803.031213727934"
"1815","13804.302977027473","13804.302977027473","13804.302977027473"
"1816","755.79749857572","755.79749857572","755.79749857572"
"1817","13582.105308762026","13582.105308762026","13582.105308762026"
"1818","13802.14407577151","13802.14407577151","13802.14407577151"
"1819","693.776953076414","693.776953076414","693.776953076414"
"1820","817.4083541229002","817.4083541229002","817.4083541229002"
"1821","13821.924719550101","13821.924719550101","13821.924719550101"
"1822","13760.069850640431","13760.069850640431","13760.069850640431"
"1823","13688.666142204916","13688.666142204916","13688.666142204916"
"1824","13762.96531193622","13762.96531193622","13762.96531193622"
"1825","13722.963253916692","13722.963253916692","13722.963253916692"
"1826","13732.53579359154","13732.53579359154","13732.53579359154"
"1827","13587.641097944595","13587.641097944595","13587.641097944595"
"1828","13737.286796431797","13737.286796431797","13737.286796431797"
"1829","13478.11412498287","13478.11412498287","13478.11412498287"
"1830","13865.803491497245","13865.803491497245","13865.803491497245"
"1831","13831.093939981076","13831.093939981076","13831.093939981076"
"1832","13714.57176415866","13714.57176415866","13714.57176415866"
"1833","13715.754276958156","13715.754276958156","13715.754276958156"
"1834","13755.662858253141","13755.662858253141","13755.662858253141"
"1835","13649.014676642475","13649.014676642475","13649.014676642475"
"1836","13702.189536169111","13702.189536169111","13702.189536169111"
"1837","13779.965785640494","13779.965785640494","13779.965785640494"
"1838","13648.819490471971","13648.819490471971","13648.819490471971"
"1839","13694.667582131433","13694.667582131433","13694.667582131433"
"1840","13632.76829090232","13632.76829090232","13632.76829090232"
"1841","13706.649810780838","13706.649810780838","13706.649810780838"
"1842","13719.558679377275","13719.558679377275","13719.558679377275"
"1843","13498.107409506469","13498.107409506469","13498.107409506469"
"1844","13512.446949215466","13512.446949215466","13512.446949215466"
"1845","13587.218414221925","13587.218414221925","13587.218414221925"
"1846","13782.501051478595","13782.501051478595","13782.501051478595"
"1847","13609.764764225007","13609.764764225007","13609.764764225007"
"1848","13458.552500505286","13458.552500505286","13458.552500505286"
"1849","13673.703668369038","13673.703668369038","13673.703668369038"
"1850","13562.490704860167","13562.490704860167","13562.490704860167"
"1851","13440.232118800666","13440.232118800666","13440.232118800666"
"1852","13624.983755638787","13624.983755638787","13624.983755638787"
"1853","13716.29450497745","13716.29450497745","13716.29450497745"
"1854","13657.058307656596","13657.058307656596","13657.058307656596"
"1855","13609.930083403046","13609.930083403046","13609.930083403046"
"1856","13688.280774963374","13688.280774963374","13688.280774963374"
"1857","13712.542988910156","13712.542988910156","13712.542988910156"
"1858","12848.418802809423","12848.418802809423","12848.418802809423"
"1859","13813.248907313842","13813.248907313842","13813.248907313842"
"1860","13393.39554319286","13393.39554319286","13393.39554319286"
"1861","13774.596167137315","13774.596167137315","13774.596167137315"
"1862","13070.171570004817","13070.171570004817","13070.171570004817"
"1863","13833.945107217916","13833.945107217916","13833.945107217916"
"1864","13782.044045116883","13782.044045116883","13782.044045116883"
"1865","13762.774203333853","13762.774203333853","13762.774203333853"
"1866","13721.151167025537","13721.151167025537","13721.151167025537"
"1867","13699.661878925326","13699.661878925326","13699.661878925326"
"1868","13767.325499556844","13767.325499556844","13767.325499556844"
"1869","13249.835481756272","13249.835481756272","13249.835481756272"
"1870","13666.473861675351","13666.473861675351","13666.473861675351"
"1871","13622.398086823494","13622.398086823494","13622.398086823494"
"1872","13642.042042372706","13642.042042372706","13642.042042372706"
"1873","13441.325728520707","13441.325728520707","13441.325728520707"
"1874","13344.92134411361","13344.92134411361","13344.92134411361"
"1875","13575.751519183994","13575.751519183994","13575.751519183994"
"1876","13418.096800564012","13418.096800564012","13418.096800564012"
"1877","13589.00962733558","13589.00962733558","13589.00962733558"
"1878","13574.299854721752","13574.299854721752","13574.299854721752"
"1879","13650.316060458064","13650.316060458064","13650.316060458064"
"1880","13687.204770003284","13687.204770003284","13687.204770003284"
"1881","13526.83118890046","13526.83118890046","13526.83118890046"
"1882","13482.345043931748","13482.345043931748","13482.345043931748"
"1883","13355.198526511851","13355.198526511851","13355.198526511851"
"1884","13597.556629743152","13597.556629743152","13597.556629743152"
"1885","13694.44925575389","13694.44925575389","13694.44925575389"
"1886","13624.501118994032","13624.501118994032","13624.501118994032"
"1887","13649.759327009304","13649.759327009304","13649.759327009304"
"1888","13736.78884843574","13736.78884843574","13736.78884843574"
"1889","13656.6602433416","13656.6602433416","13656.6602433416"
"1890","13359.712759322707","13359.712759322707","13359.712759322707"
"1891","13781.999820303174","13781.999820303174","13781.999820303174"
"1892","13661.15609990903","13661.15609990903","13661.15609990903"
"1893","13762.274405926635","13762.274405926635","13762.274405926635"
"1894","13702.094823259176","13702.094823259176","13702.094823259176"
