"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX"
"595","","","","","","","233238","233238","233238","0.8521825671195984","0.8521825671195984","0.8521825671195984","233238","233238","233238","0.836309552192688","0.836309552192688","0.836309552192688","233238","233238","233238","0.8601190447807312","0.8601190447807312","0.8601190447807312","","","","","","","233238","233238","233238","0.836309552192688","0.836309552192688","0.836309552192688"
"596","","","","","","","233630","233630","233630","0.8115234375","0.8115234375","0.8115234375","233630","233630","233630","0.8095703125","0.8095703125","0.8095703125","233630","233630","233630","0.80078125","0.80078125","0.80078125","","","","","","","233630","233630","233630","0.7880859375","0.7880859375","0.7880859375"
"597","","","","","","","234022","234022","234022","0.8310546875","0.8310546875","0.8310546875","234022","234022","234022","0.83984375","0.83984375","0.83984375","234022","234022","234022","0.8369140625","0.8369140625","0.8369140625","","","","","","","234022","234022","234022","0.83203125","0.83203125","0.83203125"
"598","","","","","","","234414","234414","234414","0.7783203125","0.7783203125","0.7783203125","234414","234414","234414","0.775390625","0.775390625","0.775390625","234414","234414","234414","0.7451171875","0.7451171875","0.7451171875","","","","","","","234414","234414","234414","0.7666015625","0.7666015625","0.7666015625"
"599","","","","","","","234806","234806","234806","0.8564453125","0.8564453125","0.8564453125","234806","234806","234806","0.83984375","0.83984375","0.83984375","234806","234806","234806","0.857421875","0.857421875","0.857421875","","","","","","","234806","234806","234806","0.8134765625","0.8134765625","0.8134765625"
"600","","","","","","","235198","235198","235198","0.7705078125","0.7705078125","0.7705078125","235198","235198","235198","0.7255859375","0.7255859375","0.7255859375","235198","235198","235198","0.765625","0.765625","0.765625","","","","","","","235198","235198","235198","0.7822265625","0.7822265625","0.7822265625"
"601","","","","","","","235590","235590","235590","0.8928571343421936","0.8928571343421936","0.8928571343421936","235590","235590","235590","0.89682537317276","0.89682537317276","0.89682537317276","235590","235590","235590","0.8958333134651184","0.8958333134651184","0.8958333134651184","","","","","","","235590","235590","235590","0.8809523582458496","0.8809523582458496","0.8809523582458496"
"602","","","","","","","235982","235982","235982","0.8037109375","0.8037109375","0.8037109375","235982","235982","235982","0.7841796875","0.7841796875","0.7841796875","235982","235982","235982","0.7734375","0.7734375","0.7734375","","","","","","","235982","235982","235982","0.7705078125","0.7705078125","0.7705078125"
"603","","","","","","","236374","236374","236374","0.8134765625","0.8134765625","0.8134765625","236374","236374","236374","0.8017578125","0.8017578125","0.8017578125","236374","236374","236374","0.8017578125","0.8017578125","0.8017578125","","","","","","","236374","236374","236374","0.8037109375","0.8037109375","0.8037109375"
"604","","","","","","","236766","236766","236766","0.833984375","0.833984375","0.833984375","236766","236766","236766","0.7900390625","0.7900390625","0.7900390625","236766","236766","236766","0.796875","0.796875","0.796875","","","","","","","236766","236766","236766","0.7978515625","0.7978515625","0.7978515625"
"605","","","","","","","237158","237158","237158","0.8447265625","0.8447265625","0.8447265625","237158","237158","237158","0.83203125","0.83203125","0.83203125","237158","237158","237158","0.826171875","0.826171875","0.826171875","","","","","","","237158","237158","237158","0.7939453125","0.7939453125","0.7939453125"
"606","","","","","","","237550","237550","237550","0.83432537317276","0.83432537317276","0.83432537317276","237550","237550","237550","0.836309552192688","0.836309552192688","0.836309552192688","237550","237550","237550","0.8382936716079712","0.8382936716079712","0.8382936716079712","","","","","","","237550","237550","237550","0.8025793433189392","0.8025793433189392","0.8025793433189392"
"607","","","","","","","237942","237942","237942","0.80859375","0.80859375","0.80859375","237942","237942","237942","0.79296875","0.79296875","0.79296875","237942","237942","237942","0.8056640625","0.8056640625","0.8056640625","","","","","","","237942","237942","237942","0.818359375","0.818359375","0.818359375"
"608","","","","","","","238334","238334","238334","0.8349609375","0.8349609375","0.8349609375","238334","238334","238334","0.81640625","0.81640625","0.81640625","238334","238334","238334","0.8154296875","0.8154296875","0.8154296875","","","","","","","238334","238334","238334","0.828125","0.828125","0.828125"
"609","","","","","","","238726","238726","238726","0.8251953125","0.8251953125","0.8251953125","238726","238726","238726","0.8251953125","0.8251953125","0.8251953125","238726","238726","238726","0.826171875","0.826171875","0.826171875","","","","","","","238726","238726","238726","0.8154296875","0.8154296875","0.8154296875"
"610","","","","","","","239118","239118","239118","0.8310546875","0.8310546875","0.8310546875","239118","239118","239118","0.8330078125","0.8330078125","0.8330078125","239118","239118","239118","0.8173828125","0.8173828125","0.8173828125","","","","","","","239118","239118","239118","0.818359375","0.818359375","0.818359375"
"611","","","","","","","239510","239510","239510","0.796875","0.796875","0.796875","239510","239510","239510","0.7763671875","0.7763671875","0.7763671875","239510","239510","239510","0.7978515625","0.7978515625","0.7978515625","","","","","","","239510","239510","239510","0.767578125","0.767578125","0.767578125"
"612","","","","","","","239902","239902","239902","0.8125","0.8125","0.8125","239902","239902","239902","0.826171875","0.826171875","0.826171875","239902","239902","239902","0.841796875","0.841796875","0.841796875","","","","","","","239902","239902","239902","0.814453125","0.814453125","0.814453125"
"613","","","","","","","240294","240294","240294","0.796875","0.796875","0.796875","240294","240294","240294","0.7666015625","0.7666015625","0.7666015625","240294","240294","240294","0.7705078125","0.7705078125","0.7705078125","","","","","","","240294","240294","240294","0.7626953125","0.7626953125","0.7626953125"
"614","","","","","","","240686","240686","240686","0.88671875","0.88671875","0.88671875","240686","240686","240686","0.8818359375","0.8818359375","0.8818359375","240686","240686","240686","0.8681640625","0.8681640625","0.8681640625","","","","","","","240686","240686","240686","0.869140625","0.869140625","0.869140625"
"615","","","","","","","241078","241078","241078","0.888671875","0.888671875","0.888671875","241078","241078","241078","0.8818359375","0.8818359375","0.8818359375","241078","241078","241078","0.8681640625","0.8681640625","0.8681640625","","","","","","","241078","241078","241078","0.8388671875","0.8388671875","0.8388671875"
"616","","","","","","","241470","241470","241470","0.7946428656578064","0.7946428656578064","0.7946428656578064","241470","241470","241470","0.7817460298538208","0.7817460298538208","0.7817460298538208","241470","241470","241470","0.7797619104385376","0.7797619104385376","0.7797619104385376","","","","","","","241470","241470","241470","0.7916666865348816","0.7916666865348816","0.7916666865348816"
"617","","","","","","","241862","241862","241862","0.80859375","0.80859375","0.80859375","241862","241862","241862","0.8037109375","0.8037109375","0.8037109375","241862","241862","241862","0.806640625","0.806640625","0.806640625","","","","","","","241862","241862","241862","0.7744140625","0.7744140625","0.7744140625"
"618","","","","","","","242254","242254","242254","0.798828125","0.798828125","0.798828125","242254","242254","242254","0.7724609375","0.7724609375","0.7724609375","242254","242254","242254","0.779296875","0.779296875","0.779296875","","","","","","","242254","242254","242254","0.7861328125","0.7861328125","0.7861328125"
"619","","","","","","","242646","242646","242646","0.8310546875","0.8310546875","0.8310546875","242646","242646","242646","0.783203125","0.783203125","0.783203125","242646","242646","242646","0.791015625","0.791015625","0.791015625","","","","","","","242646","242646","242646","0.8076171875","0.8076171875","0.8076171875"
"620","","","","","","","243038","243038","243038","0.810546875","0.810546875","0.810546875","243038","243038","243038","0.798828125","0.798828125","0.798828125","243038","243038","243038","0.8173828125","0.8173828125","0.8173828125","","","","","","","243038","243038","243038","0.796875","0.796875","0.796875"
"621","","","","","","","243430","243430","243430","0.7998046875","0.7998046875","0.7998046875","243430","243430","243430","0.7919921875","0.7919921875","0.7919921875","243430","243430","243430","0.7998046875","0.7998046875","0.7998046875","","","","","","","243430","243430","243430","0.7890625","0.7890625","0.7890625"
"622","","","","","","","243822","243822","243822","0.7978515625","0.7978515625","0.7978515625","243822","243822","243822","0.794921875","0.794921875","0.794921875","243822","243822","243822","0.796875","0.796875","0.796875","","","","","","","243822","243822","243822","0.77734375","0.77734375","0.77734375"
"623","","","","","","","244214","244214","244214","0.791015625","0.791015625","0.791015625","244214","244214","244214","0.7724609375","0.7724609375","0.7724609375","244214","244214","244214","0.78125","0.78125","0.78125","","","","","","","244214","244214","244214","0.759765625","0.759765625","0.759765625"
"624","","","","","","","244606","244606","244606","0.7958984375","0.7958984375","0.7958984375","244606","244606","244606","0.7783203125","0.7783203125","0.7783203125","244606","244606","244606","0.79296875","0.79296875","0.79296875","","","","","","","244606","244606","244606","0.7744140625","0.7744140625","0.7744140625"
"625","","","","","","","244998","244998","244998","0.836309552192688","0.836309552192688","0.836309552192688","244998","244998","244998","0.8263888955116272","0.8263888955116272","0.8263888955116272","244998","244998","244998","0.83432537317276","0.83432537317276","0.83432537317276","","","","","","","244998","244998","244998","0.8184523582458496","0.8184523582458496","0.8184523582458496"
"626","","","","","","","245390","245390","245390","0.814453125","0.814453125","0.814453125","245390","245390","245390","0.8076171875","0.8076171875","0.8076171875","245390","245390","245390","0.8203125","0.8203125","0.8203125","","","","","","","245390","245390","245390","0.8134765625","0.8134765625","0.8134765625"
"627","","","","","","","245782","245782","245782","0.880859375","0.880859375","0.880859375","245782","245782","245782","0.8681640625","0.8681640625","0.8681640625","245782","245782","245782","0.8623046875","0.8623046875","0.8623046875","","","","","","","245782","245782","245782","0.8837890625","0.8837890625","0.8837890625"
"628","","","","","","","246174","246174","246174","0.8642578125","0.8642578125","0.8642578125","246174","246174","246174","0.814453125","0.814453125","0.814453125","246174","246174","246174","0.8369140625","0.8369140625","0.8369140625","","","","","","","246174","246174","246174","0.8212890625","0.8212890625","0.8212890625"
"629","","","","","","","246566","246566","246566","0.849609375","0.849609375","0.849609375","246566","246566","246566","0.8359375","0.8359375","0.8359375","246566","246566","246566","0.8525390625","0.8525390625","0.8525390625","","","","","","","246566","246566","246566","0.8408203125","0.8408203125","0.8408203125"
"630","","","","","","","246958","246958","246958","0.7958984375","0.7958984375","0.7958984375","246958","246958","246958","0.7900390625","0.7900390625","0.7900390625","246958","246958","246958","0.8056640625","0.8056640625","0.8056640625","","","","","","","246958","246958","246958","0.787109375","0.787109375","0.787109375"
"631","","","","","","","247350","247350","247350","0.8720703125","0.8720703125","0.8720703125","247350","247350","247350","0.8779296875","0.8779296875","0.8779296875","247350","247350","247350","0.8779296875","0.8779296875","0.8779296875","","","","","","","247350","247350","247350","0.869140625","0.869140625","0.869140625"
"632","","","","","","","247742","247742","247742","0.7822265625","0.7822265625","0.7822265625","247742","247742","247742","0.767578125","0.767578125","0.767578125","247742","247742","247742","0.763671875","0.763671875","0.763671875","","","","","","","247742","247742","247742","0.7451171875","0.7451171875","0.7451171875"
"633","","","","","","","248134","248134","248134","0.8427734375","0.8427734375","0.8427734375","248134","248134","248134","0.82421875","0.82421875","0.82421875","248134","248134","248134","0.8330078125","0.8330078125","0.8330078125","","","","","","","248134","248134","248134","0.822265625","0.822265625","0.822265625"
"634","","","","","","","248526","248526","248526","0.775390625","0.775390625","0.775390625","248526","248526","248526","0.7646484375","0.7646484375","0.7646484375","248526","248526","248526","0.7607421875","0.7607421875","0.7607421875","","","","","","","248526","248526","248526","0.75","0.75","0.75"
"635","","","","","","","248918","248918","248918","0.845703125","0.845703125","0.845703125","248918","248918","248918","0.8193359375","0.8193359375","0.8193359375","248918","248918","248918","0.826171875","0.826171875","0.826171875","","","","","","","248918","248918","248918","0.7978515625","0.7978515625","0.7978515625"
"636","","","","","","","249310","249310","249310","0.8105158805847168","0.8105158805847168","0.8105158805847168","249310","249310","249310","0.7916666865348816","0.7916666865348816","0.7916666865348816","249310","249310","249310","0.8224206566810608","0.8224206566810608","0.8224206566810608","","","","","","","249310","249310","249310","0.8065476417541504","0.8065476417541504","0.8065476417541504"
"637","","","","","","","249702","249702","249702","0.7978515625","0.7978515625","0.7978515625","249702","249702","249702","0.7734375","0.7734375","0.7734375","249702","249702","249702","0.787109375","0.787109375","0.787109375","","","","","","","249702","249702","249702","0.7763671875","0.7763671875","0.7763671875"
"638","","","","","","","250094","250094","250094","0.7861328125","0.7861328125","0.7861328125","250094","250094","250094","0.732421875","0.732421875","0.732421875","250094","250094","250094","0.775390625","0.775390625","0.775390625","","","","","","","250094","250094","250094","0.7626953125","0.7626953125","0.7626953125"
"639","","","","","","","250486","250486","250486","0.8369140625","0.8369140625","0.8369140625","250486","250486","250486","0.833984375","0.833984375","0.833984375","250486","250486","250486","0.8388671875","0.8388671875","0.8388671875","","","","","","","250486","250486","250486","0.830078125","0.830078125","0.830078125"
"640","","","","","","","250878","250878","250878","0.9091796875","0.9091796875","0.9091796875","250878","250878","250878","0.90625","0.90625","0.90625","250878","250878","250878","0.8876953125","0.8876953125","0.8876953125","","","","","","","250878","250878","250878","0.8994140625","0.8994140625","0.8994140625"
"641","","","","","","","251270","251270","251270","0.880859375","0.880859375","0.880859375","251270","251270","251270","0.8720703125","0.8720703125","0.8720703125","251270","251270","251270","0.876953125","0.876953125","0.876953125","","","","","","","251270","251270","251270","0.8671875","0.8671875","0.8671875"
"642","","","","","","","251662","251662","251662","0.86328125","0.86328125","0.86328125","251662","251662","251662","0.849609375","0.849609375","0.849609375","251662","251662","251662","0.857421875","0.857421875","0.857421875","","","","","","","251662","251662","251662","0.84765625","0.84765625","0.84765625"
"643","","","","","","","252054","252054","252054","0.78515625","0.78515625","0.78515625","252054","252054","252054","0.779296875","0.779296875","0.779296875","252054","252054","252054","0.767578125","0.767578125","0.767578125","","","","","","","252054","252054","252054","0.775390625","0.775390625","0.775390625"
"644","","","","","","","252446","252446","252446","0.783203125","0.783203125","0.783203125","252446","252446","252446","0.775390625","0.775390625","0.775390625","252446","252446","252446","0.78515625","0.78515625","0.78515625","","","","","","","252446","252446","252446","0.7646484375","0.7646484375","0.7646484375"
"645","","","","","","","252838","252838","252838","0.8046875","0.8046875","0.8046875","252838","252838","252838","0.7939453125","0.7939453125","0.7939453125","252838","252838","252838","0.796875","0.796875","0.796875","","","","","","","252838","252838","252838","0.76171875","0.76171875","0.76171875"
"646","","","","","","","253230","253230","253230","0.837890625","0.837890625","0.837890625","253230","253230","253230","0.8310546875","0.8310546875","0.8310546875","253230","253230","253230","0.82421875","0.82421875","0.82421875","","","","","","","253230","253230","253230","0.833984375","0.833984375","0.833984375"
"647","","","","","","","253622","253622","253622","0.8681640625","0.8681640625","0.8681640625","253622","253622","253622","0.853515625","0.853515625","0.853515625","253622","253622","253622","0.8701171875","0.8701171875","0.8701171875","","","","","","","253622","253622","253622","0.8515625","0.8515625","0.8515625"
"648","","","","","","","254014","254014","254014","0.8232421875","0.8232421875","0.8232421875","254014","254014","254014","0.83203125","0.83203125","0.83203125","254014","254014","254014","0.8076171875","0.8076171875","0.8076171875","","","","","","","254014","254014","254014","0.830078125","0.830078125","0.830078125"
"649","","","","","","","254406","254406","254406","0.8224206566810608","0.8224206566810608","0.8224206566810608","254406","254406","254406","0.8085317611694336","0.8085317611694336","0.8085317611694336","254406","254406","254406","0.8045634627342224","0.8045634627342224","0.8045634627342224","","","","","","","254406","254406","254406","0.8025793433189392","0.8025793433189392","0.8025793433189392"
"650","","","","","","","254798","254798","254798","0.81640625","0.81640625","0.81640625","254798","254798","254798","0.80859375","0.80859375","0.80859375","254798","254798","254798","0.818359375","0.818359375","0.818359375","","","","","","","254798","254798","254798","0.7958984375","0.7958984375","0.7958984375"
"651","","","","","","","255190","255190","255190","0.7841796875","0.7841796875","0.7841796875","255190","255190","255190","0.79296875","0.79296875","0.79296875","255190","255190","255190","0.79296875","0.79296875","0.79296875","","","","","","","255190","255190","255190","0.7646484375","0.7646484375","0.7646484375"
"652","","","","","","","255582","255582","255582","0.81640625","0.81640625","0.81640625","255582","255582","255582","0.8173828125","0.8173828125","0.8173828125","255582","255582","255582","0.8154296875","0.8154296875","0.8154296875","","","","","","","255582","255582","255582","0.81640625","0.81640625","0.81640625"
"653","","","","","","","255974","255974","255974","0.7841796875","0.7841796875","0.7841796875","255974","255974","255974","0.763671875","0.763671875","0.763671875","255974","255974","255974","0.7841796875","0.7841796875","0.7841796875","","","","","","","255974","255974","255974","0.7568359375","0.7568359375","0.7568359375"
"654","","","","","","","256366","256366","256366","0.8349609375","0.8349609375","0.8349609375","256366","256366","256366","0.8330078125","0.8330078125","0.8330078125","256366","256366","256366","0.822265625","0.822265625","0.822265625","","","","","","","256366","256366","256366","0.826171875","0.826171875","0.826171875"
"655","","","","","","","256758","256758","256758","0.7857142686843872","0.7857142686843872","0.7857142686843872","256758","256758","256758","0.7966269850730896","0.7966269850730896","0.7966269850730896","256758","256758","256758","0.7867063283920288","0.7867063283920288","0.7867063283920288","","","","","","","256758","256758","256758","0.788690447807312","0.788690447807312","0.788690447807312"
"656","","","","","","","257150","257150","257150","0.8330078125","0.8330078125","0.8330078125","257150","257150","257150","0.828125","0.828125","0.828125","257150","257150","257150","0.8095703125","0.8095703125","0.8095703125","","","","","","","257150","257150","257150","0.7919921875","0.7919921875","0.7919921875"
"657","","","","","","","257542","257542","257542","0.8779761791229248","0.8779761791229248","0.8779761791229248","257542","257542","257542","0.8591269850730896","0.8591269850730896","0.8591269850730896","257542","257542","257542","0.879960298538208","0.879960298538208","0.879960298538208","","","","","","","257542","257542","257542","0.8402777910232544","0.8402777910232544","0.8402777910232544"
"658","","","","","","","257934","257934","257934","0.8369140625","0.8369140625","0.8369140625","257934","257934","257934","0.8056640625","0.8056640625","0.8056640625","257934","257934","257934","0.822265625","0.822265625","0.822265625","","","","","","","257934","257934","257934","0.7919921875","0.7919921875","0.7919921875"
"659","","","","","","","258326","258326","258326","0.86328125","0.86328125","0.86328125","258326","258326","258326","0.8427734375","0.8427734375","0.8427734375","258326","258326","258326","0.8486328125","0.8486328125","0.8486328125","","","","","","","258326","258326","258326","0.84375","0.84375","0.84375"
"660","","","","","","","258718","258718","258718","0.836309552192688","0.836309552192688","0.836309552192688","258718","258718","258718","0.829365074634552","0.829365074634552","0.829365074634552","258718","258718","258718","0.8353174328804016","0.8353174328804016","0.8353174328804016","","","","","","","258718","258718","258718","0.807539701461792","0.807539701461792","0.807539701461792"
"661","","","","","","","259110","259110","259110","0.8422619104385376","0.8422619104385376","0.8422619104385376","259110","259110","259110","0.83432537317276","0.83432537317276","0.83432537317276","259110","259110","259110","0.8184523582458496","0.8184523582458496","0.8184523582458496","","","","","","","259110","259110","259110","0.7986111044883728","0.7986111044883728","0.7986111044883728"
"662","","","","","","","259502","259502","259502","0.8828125","0.8828125","0.8828125","259502","259502","259502","0.861328125","0.861328125","0.861328125","259502","259502","259502","0.853515625","0.853515625","0.853515625","","","","","","","259502","259502","259502","0.8291015625","0.8291015625","0.8291015625"
"663","","","","","","","259894","259894","259894","0.818359375","0.818359375","0.818359375","259894","259894","259894","0.8134765625","0.8134765625","0.8134765625","259894","259894","259894","0.7880859375","0.7880859375","0.7880859375","","","","","","","259894","259894","259894","0.7919921875","0.7919921875","0.7919921875"
"664","","","","","","","260286","260286","260286","0.8408203125","0.8408203125","0.8408203125","260286","260286","260286","0.818359375","0.818359375","0.818359375","260286","260286","260286","0.8544921875","0.8544921875","0.8544921875","","","","","","","260286","260286","260286","0.833984375","0.833984375","0.833984375"
"665","","","","","","","260678","260678","260678","0.7978515625","0.7978515625","0.7978515625","260678","260678","260678","0.8115234375","0.8115234375","0.8115234375","260678","260678","260678","0.806640625","0.806640625","0.806640625","","","","","","","260678","260678","260678","0.79296875","0.79296875","0.79296875"
"666","","","","","","","261070","261070","261070","0.7900390625","0.7900390625","0.7900390625","261070","261070","261070","0.7548828125","0.7548828125","0.7548828125","261070","261070","261070","0.7734375","0.7734375","0.7734375","","","","","","","261070","261070","261070","0.7587890625","0.7587890625","0.7587890625"
"667","","","","","","","261462","261462","261462","0.8432539701461792","0.8432539701461792","0.8432539701461792","261462","261462","261462","0.7896825671195984","0.7896825671195984","0.7896825671195984","261462","261462","261462","0.8234127163887024","0.8234127163887024","0.8234127163887024","","","","","","","261462","261462","261462","0.8303571343421936","0.8303571343421936","0.8303571343421936"
"668","","","","","","","261854","261854","261854","0.85546875","0.85546875","0.85546875","261854","261854","261854","0.8388671875","0.8388671875","0.8388671875","261854","261854","261854","0.841796875","0.841796875","0.841796875","","","","","","","261854","261854","261854","0.841796875","0.841796875","0.841796875"
"669","","","","","","","262246","262246","262246","0.884765625","0.884765625","0.884765625","262246","262246","262246","0.87890625","0.87890625","0.87890625","262246","262246","262246","0.8828125","0.8828125","0.8828125","","","","","","","262246","262246","262246","0.880859375","0.880859375","0.880859375"
"670","","","","","","","262638","262638","262638","0.84765625","0.84765625","0.84765625","262638","262638","262638","0.84765625","0.84765625","0.84765625","262638","262638","262638","0.8193359375","0.8193359375","0.8193359375","","","","","","","262638","262638","262638","0.8349609375","0.8349609375","0.8349609375"
"671","","","","","","","263030","263030","263030","0.8591269850730896","0.8591269850730896","0.8591269850730896","263030","263030","263030","0.8432539701461792","0.8432539701461792","0.8432539701461792","263030","263030","263030","0.875","0.875","0.875","","","","","","","263030","263030","263030","0.8204365372657776","0.8204365372657776","0.8204365372657776"
"672","","","","","","","263422","263422","263422","0.8720238208770752","0.8720238208770752","0.8720238208770752","263422","263422","263422","0.858134925365448","0.858134925365448","0.858134925365448","263422","263422","263422","0.8561508059501648","0.8561508059501648","0.8561508059501648","","","","","","","263422","263422","263422","0.8601190447807312","0.8601190447807312","0.8601190447807312"
"673","","","","","","","263814","263814","263814","0.826171875","0.826171875","0.826171875","263814","263814","263814","0.828125","0.828125","0.828125","263814","263814","263814","0.841796875","0.841796875","0.841796875","","","","","","","263814","263814","263814","0.8359375","0.8359375","0.8359375"
"674","","","","","","","","","","","","","264206","264206","264206","0.7783203125","0.7783203125","0.7783203125","264206","264206","264206","0.7890625","0.7890625","0.7890625","","","","","","","264206","264206","264206","0.7822265625","0.7822265625","0.7822265625"
"675","","","","","","","","","","","","","264598","264598","264598","0.8203125","0.8203125","0.8203125","264598","264598","264598","0.81640625","0.81640625","0.81640625","","","","","","","264598","264598","264598","0.7939453125","0.7939453125","0.7939453125"
"676","","","","","","","","","","","","","264990","264990","264990","0.8251953125","0.8251953125","0.8251953125","264990","264990","264990","0.828125","0.828125","0.828125","","","","","","","264990","264990","264990","0.8095703125","0.8095703125","0.8095703125"
"677","","","","","","","","","","","","","265382","265382","265382","0.8388671875","0.8388671875","0.8388671875","265382","265382","265382","0.841796875","0.841796875","0.841796875","","","","","","","265382","265382","265382","0.8525390625","0.8525390625","0.8525390625"
"678","","","","","","","","","","","","","265774","265774","265774","0.8134765625","0.8134765625","0.8134765625","265774","265774","265774","0.841796875","0.841796875","0.841796875","","","","","","","265774","265774","265774","0.8310546875","0.8310546875","0.8310546875"
"679","","","","","","","","","","","","","266166","266166","266166","0.7880859375","0.7880859375","0.7880859375","266166","266166","266166","0.80078125","0.80078125","0.80078125","","","","","","","266166","266166","266166","0.7783203125","0.7783203125","0.7783203125"
"680","","","","","","","","","","","","","266558","266558","266558","0.83984375","0.83984375","0.83984375","266558","266558","266558","0.8232421875","0.8232421875","0.8232421875","","","","","","","266558","266558","266558","0.8056640625","0.8056640625","0.8056640625"
"681","","","","","","","","","","","","","266950","266950","266950","0.7822265625","0.7822265625","0.7822265625","266950","266950","266950","0.7880859375","0.7880859375","0.7880859375","","","","","","","266950","266950","266950","0.7724609375","0.7724609375","0.7724609375"
"682","","","","","","","","","","","","","267342","267342","267342","0.8359375","0.8359375","0.8359375","267342","267342","267342","0.833984375","0.833984375","0.833984375","","","","","","","267342","267342","267342","0.8203125","0.8203125","0.8203125"
"683","","","","","","","","","","","","","267734","267734","267734","0.7802734375","0.7802734375","0.7802734375","267734","267734","267734","0.80078125","0.80078125","0.80078125","","","","","","","267734","267734","267734","0.7705078125","0.7705078125","0.7705078125"
"684","","","","","","","","","","","","","268126","268126","268126","0.8447265625","0.8447265625","0.8447265625","268126","268126","268126","0.8505859375","0.8505859375","0.8505859375","","","","","","","268126","268126","268126","0.8447265625","0.8447265625","0.8447265625"
"685","","","","","","","","","","","","","268518","268518","268518","0.79296875","0.79296875","0.79296875","268518","268518","268518","0.7822265625","0.7822265625","0.7822265625","","","","","","","268518","268518","268518","0.7646484375","0.7646484375","0.7646484375"
"686","","","","","","","","","","","","","268910","268910","268910","0.8640872836112976","0.8640872836112976","0.8640872836112976","268910","268910","268910","0.8521825671195984","0.8521825671195984","0.8521825671195984","","","","","","","268910","268910","268910","0.8452380895614624","0.8452380895614624","0.8452380895614624"
"687","","","","","","","","","","","","","269302","269302","269302","0.8253968358039856","0.8253968358039856","0.8253968358039856","269302","269302","269302","0.8065476417541504","0.8065476417541504","0.8065476417541504","","","","","","","269302","269302","269302","0.8105158805847168","0.8105158805847168","0.8105158805847168"
"688","","","","","","","","","","","","","269694","269694","269694","0.90625","0.90625","0.90625","269694","269694","269694","0.9052734375","0.9052734375","0.9052734375","","","","","","","269694","269694","269694","0.8671875","0.8671875","0.8671875"
"689","","","","","","","","","","","","","270086","270086","270086","0.83984375","0.83984375","0.83984375","270086","270086","270086","0.837890625","0.837890625","0.837890625","","","","","","","270086","270086","270086","0.8212890625","0.8212890625","0.8212890625"
