"Step","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MIN","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MAX"
"2499","13804.406502958836","13804.406502958836","13804.406502958836"
"2500","13739.469406121976","13739.469406121976","13739.469406121976"
"2501","13655.495133901177","13655.495133901177","13655.495133901177"
"2502","13903.402596940148","13903.402596940148","13903.402596940148"
"2503","13694.827692566048","13694.827692566048","13694.827692566048"
"2504","13799.283832599545","13799.283832599545","13799.283832599545"
"2505","13755.758313169275","13755.758313169275","13755.758313169275"
"2506","13777.674531103725","13777.674531103725","13777.674531103725"
"2507","13841.360672511559","13841.360672511559","13841.360672511559"
"2508","13662.061420897016","13662.061420897016","13662.061420897016"
"2509","13240.059874092598","13240.059874092598","13240.059874092598"
"2510","13615.114517351874","13615.114517351874","13615.114517351874"
"2511","13808.319442390415","13808.319442390415","13808.319442390415"
"2512","13797.503246480324","13797.503246480324","13797.503246480324"
"2513","13762.333203737488","13762.333203737488","13762.333203737488"
"2514","12843.308832346447","12843.308832346447","12843.308832346447"
"2515","13771.688450718677","13771.688450718677","13771.688450718677"
"2516","13506.689072811409","13506.689072811409","13506.689072811409"
"2517","13905.788389738453","13905.788389738453","13905.788389738453"
"2518","13374.530058927268","13374.530058927268","13374.530058927268"
"2519","13702.131251146506","13702.131251146506","13702.131251146506"
"2520","13339.388182775338","13339.388182775338","13339.388182775338"
"2521","13707.903874786361","13707.903874786361","13707.903874786361"
"2522","13785.700944838587","13785.700944838587","13785.700944838587"
"2523","13592.148971509014","13592.148971509014","13592.148971509014"
"2524","13788.216189318948","13788.216189318948","13788.216189318948"
"2525","13657.514300750612","13657.514300750612","13657.514300750612"
"2526","13632.162508040763","13632.162508040763","13632.162508040763"
"2527","13769.135089761874","13769.135089761874","13769.135089761874"
"2528","13094.1197330954","13094.1197330954","13094.1197330954"
"2529","13850.131395052611","13850.131395052611","13850.131395052611"
"2530","13851.210835094085","13851.210835094085","13851.210835094085"
"2531","13870.482922544308","13870.482922544308","13870.482922544308"
"2532","13686.099859898306","13686.099859898306","13686.099859898306"
"2533","13695.839385962536","13695.839385962536","13695.839385962536"
"2534","13643.501009372632","13643.501009372632","13643.501009372632"
"2535","13763.612180435548","13763.612180435548","13763.612180435548"
"2536","13757.726448189247","13757.726448189247","13757.726448189247"
"2537","13846.209605377335","13846.209605377335","13846.209605377335"
"2538","13766.935690772078","13766.935690772078","13766.935690772078"
"2539","13585.749971794989","13585.749971794989","13585.749971794989"
"2540","13606.660384780489","13606.660384780489","13606.660384780489"
"2541","13784.122931563476","13784.122931563476","13784.122931563476"
"2542","13753.577866017675","13753.577866017675","13753.577866017675"
"2543","13660.446412157413","13660.446412157413","13660.446412157413"
"2544","13828.896967225211","13828.896967225211","13828.896967225211"
"2545","13738.568446261103","13738.568446261103","13738.568446261103"
"2546","13649.940079643797","13649.940079643797","13649.940079643797"
"2547","13843.933456212384","13843.933456212384","13843.933456212384"
"2548","13711.711218627637","13711.711218627637","13711.711218627637"
"2549","13321.225301526189","13321.225301526189","13321.225301526189"
"2550","13729.967667997584","13729.967667997584","13729.967667997584"
"2551","13714.221429153027","13714.221429153027","13714.221429153027"
"2552","13755.817055314606","13755.817055314606","13755.817055314606"
"2553","13675.66290640564","13675.66290640564","13675.66290640564"
"2554","13637.075227802277","13637.075227802277","13637.075227802277"
"2555","13773.948265789519","13773.948265789519","13773.948265789519"
"2556","13681.013759690128","13681.013759690128","13681.013759690128"
"2557","13831.992227831877","13831.992227831877","13831.992227831877"
"2558","13827.835841894637","13827.835841894637","13827.835841894637"
"2559","13612.719551542787","13612.719551542787","13612.719551542787"
"2560","13698.16903254682","13698.16903254682","13698.16903254682"
"2561","13595.806200515663","13595.806200515663","13595.806200515663"
"2562","13725.828496677439","13725.828496677439","13725.828496677439"
"2563","13749.615187117843","13749.615187117843","13749.615187117843"
"2564","13823.12581822317","13823.12581822317","13823.12581822317"
"2565","13751.970504280114","13751.970504280114","13751.970504280114"
"2566","13858.562944813782","13858.562944813782","13858.562944813782"
"2567","13862.357509533469","13862.357509533469","13862.357509533469"
"2568","13734.482648424948","13734.482648424948","13734.482648424948"
"2569","13876.398299280167","13876.398299280167","13876.398299280167"
"2570","13051.087915978109","13051.087915978109","13051.087915978109"
"2571","13725.982025591135","13725.982025591135","13725.982025591135"
"2572","13717.2947691836","13717.2947691836","13717.2947691836"
"2573","13827.746803818356","13827.746803818356","13827.746803818356"
"2574","13721.984083016241","13721.984083016241","13721.984083016241"
"2575","13608.075863620377","13608.075863620377","13608.075863620377"
"2576","13768.723108709624","13768.723108709624","13768.723108709624"
"2577","13825.528641917153","13825.528641917153","13825.528641917153"
"2578","13806.270235286996","13806.270235286996","13806.270235286996"
"2579","9308.467618784103","9308.467618784103","9308.467618784103"
"2580","13778.978463565365","13778.978463565365","13778.978463565365"
"2581","13717.221752262003","13717.221752262003","13717.221752262003"
"2582","13823.652291460812","13823.652291460812","13823.652291460812"
"2583","13680.338319413117","13680.338319413117","13680.338319413117"
"2584","13832.905483014705","13832.905483014705","13832.905483014705"
"2585","13750.246127544777","13750.246127544777","13750.246127544777"
"2586","13690.855148905786","13690.855148905786","13690.855148905786"
"2587","8779.310165135414","8779.310165135414","8779.310165135414"
"2588","13850.153726590403","13850.153726590403","13850.153726590403"
"2589","13793.426622640125","13793.426622640125","13793.426622640125"
"2590","13642.76426426188","13642.76426426188","13642.76426426188"
"2591","9335.376883300742","9335.376883300742","9335.376883300742"
"2592","13785.007754326505","13785.007754326505","13785.007754326505"
"2593","13664.024568919807","13664.024568919807","13664.024568919807"
"2594","13506.009499875525","13506.009499875525","13506.009499875525"
"2595","13742.480787844237","13742.480787844237","13742.480787844237"
"2596","13553.339014874602","13553.339014874602","13553.339014874602"
"2597","13818.137436016228","13818.137436016228","13818.137436016228"
"2598","13675.11136040534","13675.11136040534","13675.11136040534"
"2599","13835.452839913412","13835.452839913412","13835.452839913412"
"2600","13635.040456219123","13635.040456219123","13635.040456219123"
"2601","13765.884052660114","13765.884052660114","13765.884052660114"
"2602","13819.997466582647","13819.997466582647","13819.997466582647"
"2603","13728.153730921877","13728.153730921877","13728.153730921877"
"2604","13786.490086972712","13786.490086972712","13786.490086972712"
"2605","13045.901356642324","13045.901356642324","13045.901356642324"
"2606","13868.57195997727","13868.57195997727","13868.57195997727"
"2607","8947.5161082557","8947.5161082557","8947.5161082557"
"2608","13842.17850583906","13842.17850583906","13842.17850583906"
"2609","13720.040769648505","13720.040769648505","13720.040769648505"
"2610","13700.667002673166","13700.667002673166","13700.667002673166"
"2611","9058.764931872436","9058.764931872436","9058.764931872436"
"2612","9351.342737485817","9351.342737485817","9351.342737485817"
"2613","13833.261907995495","13833.261907995495","13833.261907995495"
"2614","9098.877258494822","9098.877258494822","9098.877258494822"
"2615","9420.141042189174","9420.141042189174","9420.141042189174"
"2616","13887.697828986546","13887.697828986546","13887.697828986546"
"2617","13915.550152251426","13915.550152251426","13915.550152251426"
"2618","13754.473454251216","13754.473454251216","13754.473454251216"
"2619","13302.50063931985","13302.50063931985","13302.50063931985"
"2620","13737.55775388954","13737.55775388954","13737.55775388954"
"2621","13865.6468187864","13865.6468187864","13865.6468187864"
"2622","13845.153260082943","13845.153260082943","13845.153260082943"
"2623","13667.85831780638","13667.85831780638","13667.85831780638"
"2624","13883.276034169174","13883.276034169174","13883.276034169174"
"2625","13669.85213743584","13669.85213743584","13669.85213743584"
"2626","13677.695301938618","13677.695301938618","13677.695301938618"
"2627","13496.014940521767","13496.014940521767","13496.014940521767"
"2628","13835.66082883595","13835.66082883595","13835.66082883595"
"2629","13216.83611870317","13216.83611870317","13216.83611870317"
"2630","13752.0145365824","13752.0145365824","13752.0145365824"
"2631","13699.392414295748","13699.392414295748","13699.392414295748"
"2632","13792.998421580827","13792.998421580827","13792.998421580827"
"2633","13726.245226005389","13726.245226005389","13726.245226005389"
"2634","13795.612338735451","13795.612338735451","13795.612338735451"
"2635","13734.05809918549","13734.05809918549","13734.05809918549"
"2636","13754.216511270059","13754.216511270059","13754.216511270059"
"2637","13775.037953004152","13775.037953004152","13775.037953004152"
"2638","13736.906009422406","13736.906009422406","13736.906009422406"
"2639","13814.181904731273","13814.181904731273","13814.181904731273"
"2640","13708.574747410805","13708.574747410805","13708.574747410805"
"2641","13796.373071330521","13796.373071330521","13796.373071330521"
"2642","13709.15816828931","13709.15816828931","13709.15816828931"
"2643","13642.0637079168","13642.0637079168","13642.0637079168"
"2644","13719.441814110529","13719.441814110529","13719.441814110529"
"2645","13598.20956915985","13598.20956915985","13598.20956915985"
"2646","13683.520007986097","13683.520007986097","13683.520007986097"
"2647","13749.505145299283","13749.505145299283","13749.505145299283"
"2648","13730.684597858914","13730.684597858914","13730.684597858914"
"2649","13446.501757137738","13446.501757137738","13446.501757137738"
"2650","13584.761638070095","13584.761638070095","13584.761638070095"
"2651","13772.350860391016","13772.350860391016","13772.350860391016"
"2652","13666.473861675351","13666.473861675351","13666.473861675351"
"2653","13771.68109096914","13771.68109096914","13771.68109096914"
"2654","13758.203879234403","13758.203879234403","13758.203879234403"
"2655","13497.527674070721","13497.527674070721","13497.527674070721"
"2656","13689.160607427264","13689.160607427264","13689.160607427264"
"2657","13715.206791979655","13715.206791979655","13715.206791979655"
"2658","13805.582370721015","13805.582370721015","13805.582370721015"
"2659","13681.151761070163","13681.151761070163","13681.151761070163"
"2660","13553.866524166775","13553.866524166775","13553.866524166775"
"2661","13591.74034462207","13591.74034462207","13591.74034462207"
"2662","13691.989926189146","13691.989926189146","13691.989926189146"
"2663","13726.778968944323","13726.778968944323","13726.778968944323"
"2664","13736.056637545507","13736.056637545507","13736.056637545507"
"2665","13036.048350601044","13036.048350601044","13036.048350601044"
"2666","13594.343072766953","13594.343072766953","13594.343072766953"
"2667","13622.196460316394","13622.196460316394","13622.196460316394"
"2668","13712.207350160934","13712.207350160934","13712.207350160934"
"2669","13594.292872991306","13594.292872991306","13594.292872991306"
"2670","13788.039133289138","13788.039133289138","13788.039133289138"
"2671","13582.284274051157","13582.284274051157","13582.284274051157"
"2672","13697.368127145712","13697.368127145712","13697.368127145712"
"2673","13782.368369090036","13782.368369090036","13782.368369090036"
"2674","13729.704324809876","13729.704324809876","13729.704324809876"
"2675","13228.064332924732","13228.064332924732","13228.064332924732"
"2676","13669.895645439356","13669.895645439356","13669.895645439356"
"2677","13527.562566634384","13527.562566634384","13527.562566634384"
"2678","13777.976549994064","13777.976549994064","13777.976549994064"
"2679","13522.125280794817","13522.125280794817","13522.125280794817"
"2680","13533.60833638809","13533.60833638809","13533.60833638809"
"2681","13718.229454439374","13718.229454439374","13718.229454439374"
"2682","13743.367601884087","13743.367601884087","13743.367601884087"
"2683","13565.86775152321","13565.86775152321","13565.86775152321"
"2684","13080.122719589877","13080.122719589877","13080.122719589877"
"2685","13725.762699622952","13725.762699622952","13725.762699622952"
"2686","13675.604846836837","13675.604846836837","13675.604846836837"
"2687","13499.175101401735","13499.175101401735","13499.175101401735"
"2688","13759.305769662022","13759.305769662022","13759.305769662022"
"2689","13726.391452819364","13726.391452819364","13726.391452819364"
"2690","13392.038289984268","13392.038289984268","13392.038289984268"
"2691","13589.496919005032","13589.496919005032","13589.496919005032"
"2692","13733.091981507881","13733.091981507881","13733.091981507881"
"2693","13652.64471065921","13652.64471065921","13652.64471065921"
"2694","13475.901002359476","13475.901002359476","13475.901002359476"
"2695","13804.85020311016","13804.85020311016","13804.85020311016"
"2696","13788.96872817867","13788.96872817867","13788.96872817867"
"2697","13719.040104940543","13719.040104940543","13719.040104940543"
"2698","13726.640045553402","13726.640045553402","13726.640045553402"
"2699","13737.147660269276","13737.147660269276","13737.147660269276"
"2700","13748.192115509168","13748.192115509168","13748.192115509168"
"2701","13678.247056394403","13678.247056394403","13678.247056394403"
"2702","13600.391272039451","13600.391272039451","13600.391272039451"
"2703","13656.045098677203","13656.045098677203","13656.045098677203"
"2704","13692.73199766632","13692.73199766632","13692.73199766632"
"2705","13703.624961313688","13703.624961313688","13703.624961313688"
"2706","13689.189694729277","13689.189694729277","13689.189694729277"
"2707","13757.182951640223","13757.182951640223","13757.182951640223"
"2708","13652.369859660836","13652.369859660836","13652.369859660836"
"2709","13620.662854050077","13620.662854050077","13620.662854050077"
"2710","13602.300836413271","13602.300836413271","13602.300836413271"
"2711","13643.95609757647","13643.95609757647","13643.95609757647"
"2712","13886.14875805047","13886.14875805047","13886.14875805047"
"2713","13825.617651429757","13825.617651429757","13825.617651429757"
"2714","12965.599781037175","12965.599781037175","12965.599781037175"
"2715","13848.613019407552","13848.613019407552","13848.613019407552"
"2716","13858.294645613227","13858.294645613227","13858.294645613227"
"2717","13676.352401473256","13676.352401473256","13676.352401473256"
"2718","13845.532633153452","13845.532633153452","13845.532633153452"
"2719","13245.708360896644","13245.708360896644","13245.708360896644"
"2720","13707.058085497163","13707.058085497163","13707.058085497163"
"2721","13898.723419769993","13898.723419769993","13898.723419769993"
"2722","13728.314625321234","13728.314625321234","13728.314625321234"
"2723","13725.49951771306","13725.49951771306","13725.49951771306"
"2724","13764.428203565532","13764.428203565532","13764.428203565532"
"2725","13597.492056724715","13597.492056724715","13597.492056724715"
"2726","13734.292330002861","13734.292330002861","13734.292330002861"
"2727","13809.762389894842","13809.762389894842","13809.762389894842"
"2728","13702.196821831802","13702.196821831802","13702.196821831802"
"2729","13867.258478625854","13867.258478625854","13867.258478625854"
"2730","13714.717742360386","13714.717742360386","13714.717742360386"
"2731","13740.64888988895","13740.64888988895","13740.64888988895"
"2732","13822.94786450726","13822.94786450726","13822.94786450726"
"2733","13752.418179159564","13752.418179159564","13752.418179159564"
"2734","13625.07020163354","13625.07020163354","13625.07020163354"
"2735","13658.187489068596","13658.187489068596","13658.187489068596"
"2736","13367.391189281521","13367.391189281521","13367.391189281521"
"2737","13648.414677692113","13648.414677692113","13648.414677692113"
"2738","13845.941784275683","13845.941784275683","13845.941784275683"
"2739","13817.959610713426","13817.959610713426","13817.959610713426"
"2740","13732.56506551661","13732.56506551661","13732.56506551661"
"2741","13740.282568903216","13740.282568903216","13740.282568903216"
"2742","13729.477565159576","13729.477565159576","13729.477565159576"
"2743","13846.827121288812","13846.827121288812","13846.827121288812"
"2744","13536.899903397172","13536.899903397172","13536.899903397172"
"2745","13537.810165570203","13537.810165570203","13537.810165570203"
"2746","13219.941474765727","13219.941474765727","13219.941474765727"
"2747","13785.730443853614","13785.730443853614","13785.730443853614"
"2748","13727.298128609304","13727.298128609304","13727.298128609304"
"2749","13702.26239314467","13702.26239314467","13702.26239314467"
"2750","13334.501267227097","13334.501267227097","13334.501267227097"
"2751","13772.660006712686","13772.660006712686","13772.660006712686"
"2752","13796.284437972461","13796.284437972461","13796.284437972461"
"2753","13691.917178412832","13691.917178412832","13691.917178412832"
"2754","13729.499509314499","13729.499509314499","13729.499509314499"
"2755","13250.441826672411","13250.441826672411","13250.441826672411"
"2756","13936.501514531226","13936.501514531226","13936.501514531226"
"2757","13815.79643606567","13815.79643606567","13815.79643606567"
"2758","13812.945340092097","13812.945340092097","13812.945340092097"
"2759","13700.215407091418","13700.215407091418","13700.215407091418"
"2760","13741.249698591366","13741.249698591366","13741.249698591366"
"2761","13742.891199949656","13742.891199949656","13742.891199949656"
"2762","13726.274471118943","13726.274471118943","13726.274471118943"
"2763","13686.659561800492","13686.659561800492","13686.659561800492"
"2764","13793.965603143997","13793.965603143997","13793.965603143997"
"2765","13477.486764818941","13477.486764818941","13477.486764818941"
"2766","13425.10110631594","13425.10110631594","13425.10110631594"
"2767","13859.45735051625","13859.45735051625","13859.45735051625"
"2768","13626.338202261451","13626.338202261451","13626.338202261451"
"2769","13779.56789256026","13779.56789256026","13779.56789256026"
"2770","13680.294744911256","13680.294744911256","13680.294744911256"
"2771","13541.132238544335","13541.132238544335","13541.132238544335"
"2772","13743.045110809144","13743.045110809144","13743.045110809144"
"2773","13732.94561189878","13732.94561189878","13732.94561189878"
"2774","13650.641445188578","13650.641445188578","13650.641445188578"
"2775","13724.53460371902","13724.53460371902","13724.53460371902"
"2776","13641.666517208905","13641.666517208905","13641.666517208905"
"2777","13633.857393104083","13633.857393104083","13633.857393104083"
"2778","13791.817315097525","13791.817315097525","13791.817315097525"
"2779","13753.144795513143","13753.144795513143","13753.144795513143"
"2780","13312.396211336543","13312.396211336543","13312.396211336543"
"2781","13717.798607129795","13717.798607129795","13717.798607129795"
"2782","13616.179217124496","13616.179217124496","13616.179217124496"
"2783","13662.53947878367","13662.53947878367","13662.53947878367"
"2784","13816.374204091437","13816.374204091437","13816.374204091437"
"2785","13655.263583037035","13655.263583037035","13655.263583037035"
"2786","13499.599396730422","13499.599396730422","13499.599396730422"
"2787","13595.555151314353","13595.555151314353","13595.555151314353"
"2788","13726.274471118943","13726.274471118943","13726.274471118943"
"2789","13788.754762694633","13788.754762694633","13788.754762694633"
"2790","13687.342896310549","13687.342896310549","13687.342896310549"
"2791","13657.427442575565","13657.427442575565","13657.427442575565"
"2792","13712.367870991016","13712.367870991016","13712.367870991016"
"2793","13573.456172730259","13573.456172730259","13573.456172730259"
"2794","13866.370527092899","13866.370527092899","13866.370527092899"
"2795","13617.826952405412","13617.826952405412","13617.826952405412"
"2796","13414.415831317512","13414.415831317512","13414.415831317512"
"2797","13823.570722559307","13823.570722559307","13823.570722559307"
"2798","13413.529068593261","13413.529068593261","13413.529068593261"
"2799","13717.323976169893","13717.323976169893","13717.323976169893"
"2800","13680.331056976864","13680.331056976864","13680.331056976864"
"2801","13697.571985089358","13697.571985089358","13697.571985089358"
"2802","13642.771486866945","13642.771486866945","13642.771486866945"
"2803","13764.354684002303","13764.354684002303","13764.354684002303"
"2804","13832.066471717315","13832.066471717315","13832.066471717315"
"2805","13620.209318365965","13620.209318365965","13620.209318365965"
"2806","13713.951391468441","13713.951391468441","13713.951391468441"
"2807","13826.203659330908","13826.203659330908","13826.203659330908"
"2808","13870.184299929815","13870.184299929815","13870.184299929815"
"2809","13792.031375638495","13792.031375638495","13792.031375638495"
"2810","13629.458776787751","13629.458776787751","13629.458776787751"
"2811","13338.704627483945","13338.704627483945","13338.704627483945"
"2812","13735.60270599297","13735.60270599297","13735.60270599297"
"2813","13736.766880973233","13736.766880973233","13736.766880973233"
"2814","13795.16184733452","13795.16184733452","13795.16184733452"
"2815","13800.14843224943","13800.14843224943","13800.14843224943"
"2816","13077.069423173534","13077.069423173534","13077.069423173534"
"2817","13717.382390515611","13717.382390515611","13717.382390515611"
"2818","13763.156425846091","13763.156425846091","13763.156425846091"
"2819","13821.057389200078","13821.057389200078","13821.057389200078"
"2820","13368.674097568719","13368.674097568719","13368.674097568719"
"2821","13407.890047180315","13407.890047180315","13407.890047180315"
"2822","13809.769790402861","13809.769790402861","13809.769790402861"
"2823","13857.720818305452","13857.720818305452","13857.720818305452"
"2824","13781.38807283174","13781.38807283174","13781.38807283174"
"2825","13841.89597067236","13841.89597067236","13841.89597067236"
"2826","13211.584743963998","13211.584743963998","13211.584743963998"
"2827","13730.055451305083","13730.055451305083","13730.055451305083"
"2828","13701.388160570647","13701.388160570647","13701.388160570647"
"2829","13845.949223610827","13845.949223610827","13845.949223610827"
"2830","13463.361966574872","13463.361966574872","13463.361966574872"
"2831","13882.38603023765","13882.38603023765","13882.38603023765"
"2832","13603.277362221559","13603.277362221559","13603.277362221559"
"2833","13718.75527087428","13718.75527087428","13718.75527087428"
"2834","13842.654380613045","13842.654380613045","13842.654380613045"
"2835","13809.79939251425","13809.79939251425","13809.79939251425"
"2836","13514.849285469669","13514.849285469669","13514.849285469669"
"2837","13368.653291686314","13368.653291686314","13368.653291686314"
"2838","13772.004927390466","13772.004927390466","13772.004927390466"
"2839","13696.654672125527","13696.654672125527","13696.654672125527"
"2840","13680.890287130998","13680.890287130998","13680.890287130998"
"2841","13278.25697255497","13278.25697255497","13278.25697255497"
"2842","13685.612883798864","13685.612883798864","13685.612883798864"
"2843","13794.859074565073","13794.859074565073","13794.859074565073"
"2844","13720.296437327796","13720.296437327796","13720.296437327796"
"2845","13757.748482738885","13757.748482738885","13757.748482738885"
"2846","13826.544902006231","13826.544902006231","13826.544902006231"
"2847","13792.097809571263","13792.097809571263","13792.097809571263"
"2848","13772.42446539926","13772.42446539926","13772.42446539926"
"2849","13843.293888867103","13843.293888867103","13843.293888867103"
"2850","13643.378212995032","13643.378212995032","13643.378212995032"
"2851","13810.465473573417","13810.465473573417","13810.465473573417"
"2852","13736.44469959494","13736.44469959494","13736.44469959494"
"2853","13742.57605989825","13742.57605989825","13742.57605989825"
"2854","13834.977460142936","13834.977460142936","13834.977460142936"
"2855","13765.494325496324","13765.494325496324","13765.494325496324"
"2856","13877.197859545748","13877.197859545748","13877.197859545748"
"2857","13706.868526354141","13706.868526354141","13706.868526354141"
"2858","13680.1277118923","13680.1277118923","13680.1277118923"
"2859","13678.900507402426","13678.900507402426","13678.900507402426"
"2860","13644.122248454105","13644.122248454105","13644.122248454105"
"2861","13887.405948618902","13887.405948618902","13887.405948618902"
"2862","13016.682784510383","13016.682784510383","13016.682784510383"
"2863","13864.930645765273","13864.930645765273","13864.930645765273"
"2864","13742.78126573206","13742.78126573206","13742.78126573206"
"2865","13818.826552297176","13818.826552297176","13818.826552297176"
"2866","13683.919639680591","13683.919639680591","13683.919639680591"
"2867","12992.656484554655","12992.656484554655","12992.656484554655"
"2868","13808.563612309166","13808.563612309166","13808.563612309166"
"2869","13709.54471196969","13709.54471196969","13709.54471196969"
"2870","13673.275613312364","13673.275613312364","13673.275613312364"
"2871","13561.841191051326","13561.841191051326","13561.841191051326"
"2872","13644.729094733899","13644.729094733899","13644.729094733899"
"2873","13643.905530721257","13643.905530721257","13643.905530721257"
"2874","13728.599856479901","13728.599856479901","13728.599856479901"
"2875","13860.560609890825","13860.560609890825","13860.560609890825"
"2876","13338.53892766026","13338.53892766026","13338.53892766026"
"2877","13715.396581822517","13715.396581822517","13715.396581822517"
"2878","13769.569167899186","13769.569167899186","13769.569167899186"
"2879","13684.166696403538","13684.166696403538","13684.166696403538"
"2880","13799.668085735308","13799.668085735308","13799.668085735308"
"2881","13554.215843457872","13554.215843457872","13554.215843457872"
"2882","13849.29773583486","13849.29773583486","13849.29773583486"
"2883","13760.67235894002","13760.67235894002","13760.67235894002"
"2884","9098.221923457138","9098.221923457138","9098.221923457138"
"2885","13756.522000193245","13756.522000193245","13756.522000193245"
"2886","13779.103713007476","13779.103713007476","13779.103713007476"
"2887","8828.827961936739","8828.827961936739","8828.827961936739"
"2888","9146.81396899856","9146.81396899856","9146.81396899856"
"2889","13805.005504901697","13805.005504901697","13805.005504901697"
"2890","13876.09195013615","13876.09195013615","13876.09195013615"
"2891","13831.598748544771","13831.598748544771","13831.598748544771"
"2892","13686.288845032004","13686.288845032004","13686.288845032004"
"2893","13699.341435693408","13699.341435693408","13699.341435693408"
"2894","13666.154969119663","13666.154969119663","13666.154969119663"
"2895","13859.196470261122","13859.196470261122","13859.196470261122"
"2896","13624.256211983833","13624.256211983833","13624.256211983833"
"2897","13594.680138005255","13594.680138005255","13594.680138005255"
"2898","13812.552943698813","13812.552943698813","13812.552943698813"
"2899","13849.855978674177","13849.855978674177","13849.855978674177"
"2900","13025.584715722158","13025.584715722158","13025.584715722158"
"2901","13752.264058288269","13752.264058288269","13752.264058288269"
"2902","13759.526168927901","13759.526168927901","13759.526168927901"
"2903","13812.523329781463","13812.523329781463","13812.523329781463"
"2904","13752.462214328712","13752.462214328712","13752.462214328712"
"2905","13691.109730006285","13691.109730006285","13691.109730006285"
"2906","13126.454911277326","13126.454911277326","13126.454911277326"
"2907","13794.41601641853","13794.41601641853","13794.41601641853"
"2908","13788.07601958703","13788.07601958703","13788.07601958703"
"2909","13591.761850687793","13591.761850687793","13591.761850687793"
"2910","13809.991809331703","13809.991809331703","13809.991809331703"
"2911","13766.810662441321","13766.810662441321","13766.810662441321"
"2912","13697.266200449349","13697.266200449349","13697.266200449349"
"2913","13823.051670284718","13823.051670284718","13823.051670284718"
"2914","13646.73062514894","13646.73062514894","13646.73062514894"
"2915","13853.042545882841","13853.042545882841","13853.042545882841"
"2916","13644.830241028734","13644.830241028734","13644.830241028734"
"2917","13744.921634682056","13744.921634682056","13744.921634682056"
"2918","13829.104759083568","13829.104759083568","13829.104759083568"
"2919","13742.817910275835","13742.817910275835","13742.817910275835"
"2920","13711.40480238028","13711.40480238028","13711.40480238028"
"2921","13692.651966480642","13692.651966480642","13692.651966480642"
"2922","13734.77545629702","13734.77545629702","13734.77545629702"
"2923","13668.742776913494","13668.742776913494","13668.742776913494"
"2924","13852.655314606034","13852.655314606034","13852.655314606034"
"2925","13759.445355043914","13759.445355043914","13759.445355043914"
"2926","13788.791652821586","13788.791652821586","13788.791652821586"
"2927","13296.261630318804","13296.261630318804","13296.261630318804"
"2928","13829.342243139612","13829.342243139612","13829.342243139612"
"2929","13721.71373954956","13721.71373954956","13721.71373954956"
"2930","13727.817327545978","13727.817327545978","13727.817327545978"
"2931","13664.72738263596","13664.72738263596","13664.72738263596"
"2932","13726.04051369978","13726.04051369978","13726.04051369978"
"2933","13636.534005869522","13636.534005869522","13636.534005869522"
"2934","13603.55024008311","13603.55024008311","13603.55024008311"
"2935","13729.236184085044","13729.236184085044","13729.236184085044"
"2936","13635.552699669506","13635.552699669506","13635.552699669506"
"2937","13454.104695346003","13454.104695346003","13454.104695346003"
"2938","13796.262279810888","13796.262279810888","13796.262279810888"
"2939","13566.460514560762","13566.460514560762","13566.460514560762"
"2940","13592.557622966902","13592.557622966902","13592.557622966902"
"2941","13877.085766104974","13877.085766104974","13877.085766104974"
"2942","13684.348361450095","13684.348361450095","13684.348361450095"
"2943","13605.74084060571","13605.74084060571","13605.74084060571"
"2944","13795.316931217216","13795.316931217216","13795.316931217216"
"2945","13757.520795796156","13757.520795796156","13757.520795796156"
"2946","13843.554170771773","13843.554170771773","13843.554170771773"
"2947","13581.325075206436","13581.325075206436","13581.325075206436"
"2948","13572.455330112856","13572.455330112856","13572.455330112856"
"2949","13689.000629475719","13689.000629475719","13689.000629475719"
"2950","13690.782413187453","13690.782413187453","13690.782413187453"
"2951","13838.075443592365","13838.075443592365","13838.075443592365"
"2952","13397.113737526864","13397.113737526864","13397.113737526864"
"2953","13477.55725181258","13477.55725181258","13477.55725181258"
"2954","13726.003958573465","13726.003958573465","13726.003958573465"
"2955","13795.486788994362","13795.486788994362","13795.486788994362"
"2956","13687.0666464838","13687.0666464838","13687.0666464838"
"2957","13145.578713896568","13145.578713896568","13145.578713896568"
"2958","13855.0758653171","13855.0758653171","13855.0758653171"
"2959","13846.202165762385","13846.202165762385","13846.202165762385"
"2960","13783.614209907268","13783.614209907268","13783.614209907268"
"2961","13689.291501259775","13689.291501259775","13689.291501259775"
"2962","13781.86714756497","13781.86714756497","13781.86714756497"
"2963","13689.240597805243","13689.240597805243","13689.240597805243"
"2964","13652.319230420799","13652.319230420799","13652.319230420799"
"2965","13796.129332336137","13796.129332336137","13796.129332336137"
"2966","13893.59044812427","13893.59044812427","13893.59044812427"
"2967","13812.293826227478","13812.293826227478","13812.293826227478"
"2968","13476.929943487461","13476.929943487461","13476.929943487461"
"2969","13756.301697157278","13756.301697157278","13756.301697157278"
"2970","13686.906717470245","13686.906717470245","13686.906717470245"
"2971","13768.370001715048","13768.370001715048","13768.370001715048"
"2972","13807.283666025143","13807.283666025143","13807.283666025143"
"2973","13607.75250493859","13607.75250493859","13607.75250493859"
"2974","13733.443281300046","13733.443281300046","13733.443281300046"
